"","TCGA.SS.A7HO.01A","TCGA.D5.6930.01A","TCGA.A6.2684.11A","TCGA.CK.5913.01A","TCGA.AA.3548.01A","TCGA.A6.2671.11A","TCGA.AA.3520.11A","TCGA.D5.5541.01A","TCGA.D5.6538.01A","TCGA.A6.A565.01A","TCGA.A6.2683.11A","TCGA.G4.6586.01A","TCGA.A6.2680.11A","TCGA.AA.3527.11A","TCGA.AA.3525.11A","TCGA.A6.2685.11A","TCGA.AG.3600.01A","TCGA.CI.6624.01C","TCGA.AF.2692.11A","TCGA.AF.2689.11A","TCGA.AG.3881.01A","TCGA.AF.2691.11A"
"hsa-miR-6749-5p",0,0,0,1,0,1,2,0,0,0,3,0,1,0,1,2,0,0,0,1,0,0
"hsa-miR-675-5p",4508,29,15,105,6,21,33,20,62,40,15,30,79,65,6,20,7,20,68,56,59,6
"hsa-miR-6750-5p",1,0,0,0,0,1,3,0,0,1,0,0,1,1,2,0,0,0,1,0,0,1
"hsa-miR-6751-5p",1,0,0,0,0,1,0,0,3,0,1,0,1,1,0,0,0,1,0,1,0,1
"hsa-miR-6752-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6753-5p",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"hsa-miR-6754-5p",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-6755-5p",10,0,1,6,1,1,0,3,1,3,0,1,0,1,0,0,0,6,0,0,0,0
"hsa-miR-6756-5p",0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,3,4,0,0
"hsa-miR-6757-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6758-5p",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6759-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-676-5p",15,0,4,2,0,0,1,3,0,2,1,0,0,0,0,0,0,1,0,2,2,0
"hsa-miR-6760-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6761-5p",15,5,2,5,0,2,0,15,22,2,2,1,1,4,3,5,1,4,3,1,5,3
"hsa-miR-6762-5p",3,0,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1
"hsa-miR-6763-5p",2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
"hsa-miR-6764-5p",2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"hsa-miR-6765-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6766-5p",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"hsa-miR-6767-5p",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6768-5p",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6769a-5p",2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,1,0,1
"hsa-miR-6769b-5p",1,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0
"hsa-miR-6770-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6771-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-6772-5p",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-6773-5p",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6774-5p",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"hsa-miR-6775-5p",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6776-5p",0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0
"hsa-miR-6777-5p",1,1,0,1,0,1,0,0,1,0,3,2,2,3,1,1,0,1,0,1,0,1
"hsa-miR-6778-5p",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6779-5p",2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
"hsa-miR-6780a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6780b-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6781-5p",6,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0
"hsa-miR-6782-5p",0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"hsa-miR-6783-5p",11,2,1,2,1,0,1,2,1,4,1,0,0,0,4,2,2,2,1,0,1,0
"hsa-miR-6784-5p",0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,1,1,1
"hsa-miR-6785-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0
"hsa-miR-6786-5p",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"hsa-miR-6787-5p",4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"hsa-miR-6788-5p",1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,0,3,4,0,2
"hsa-miR-6789-5p",1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"hsa-miR-6790-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"hsa-miR-6791-5p",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6792-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6793-5p",1,0,3,3,0,6,2,1,4,1,8,1,5,3,2,1,1,2,8,1,0,1
"hsa-miR-6794-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6795-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6796-5p",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-6797-5p",8,0,0,1,0,0,4,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0
"hsa-miR-6798-5p",6,0,2,1,0,1,4,2,4,0,0,1,1,5,1,0,0,1,6,1,0,4
"hsa-miR-6799-5p",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"hsa-miR-6800-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6801-5p",0,0,0,2,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0
"hsa-miR-6802-5p",8,1,7,0,3,0,5,1,0,0,0,4,5,1,3,0,1,1,7,7,0,2
"hsa-miR-6803-5p",3,0,2,1,0,5,2,0,0,3,2,0,8,1,10,4,0,1,8,5,0,5
"hsa-miR-6804-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-6805-5p",1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0
"hsa-miR-6806-5p",1,0,0,2,1,1,0,2,6,5,0,4,2,4,4,0,1,4,1,2,0,1
"hsa-miR-6807-5p",4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
"hsa-miR-6808-5p",4,1,2,1,2,5,1,2,1,0,7,1,2,2,5,4,0,0,3,2,0,3
"hsa-miR-6809-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"hsa-miR-6810-5p",3,1,1,0,0,2,5,0,0,0,0,0,3,2,0,2,0,2,1,0,0,1
"hsa-miR-6811-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6812-5p",0,2,0,0,0,1,0,2,0,0,1,0,3,3,1,3,0,0,0,0,0,2
"hsa-miR-6813-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1
"hsa-miR-6814-5p",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"hsa-miR-6815-5p",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0
"hsa-miR-6816-5p",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6817-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-6818-5p",2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
"hsa-miR-6819-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6820-5p",17,1,0,0,0,0,1,1,1,0,3,2,5,4,1,0,4,2,8,4,1,4
"hsa-miR-6821-5p",4,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0
"hsa-miR-6822-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
"hsa-miR-6823-5p",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6824-5p",1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0
"hsa-miR-6825-5p",0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
"hsa-miR-6826-5p",0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0
"hsa-miR-6827-5p",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"hsa-miR-6828-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6829-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6830-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6831-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6832-5p",3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-6833-5p",1,2,0,0,0,1,2,0,0,1,1,0,4,4,2,1,0,0,1,2,0,1
"hsa-miR-6834-5p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6835-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-6836-5p",0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,0,0,1,0,0,0,0
"hsa-miR-6837-5p",8,2,6,3,1,1,0,3,7,6,1,4,0,0,5,1,1,8,2,3,1,3
"hsa-miR-6838-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6839-5p",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0
"hsa-miR-6840-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6841-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6842-5p",32,7,12,20,0,5,15,10,61,9,19,14,18,23,18,7,1,16,3,9,2,1
"hsa-miR-6843-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6844",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"hsa-miR-6845-5p",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-6846-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-6847-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-6848-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6849-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-6850-5p",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"hsa-miR-6851-5p",1,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
"hsa-miR-6852-5p",1,3,1,0,0,2,0,0,1,2,0,0,0,4,1,0,0,2,2,3,0,1
"hsa-miR-6853-5p",4,1,2,0,1,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0
"hsa-miR-6854-5p",0,4,0,4,0,0,0,5,3,19,0,2,0,0,2,0,0,1,0,0,0,0
"hsa-miR-6855-5p",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,2
"hsa-miR-6856-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6857-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6858-5p",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-6859-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6861-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6862-5p",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-6863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6864-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6865-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-6866-5p",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"hsa-miR-6867-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-6868-5p",2,0,0,1,1,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6869-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6870-5p",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-6871-5p",1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"hsa-miR-6872-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6873-5p",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6874-5p",3,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,2,1,0
"hsa-miR-6875-5p",1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,2,0,0,5
"hsa-miR-6876-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6877-5p",13,0,1,0,0,3,2,1,1,2,2,1,4,0,2,0,0,2,0,0,0,2
"hsa-miR-6878-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6879-5p",2,1,0,0,1,2,1,1,0,1,5,0,2,3,1,1,0,0,5,3,1,1
"hsa-miR-6880-5p",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2
"hsa-miR-6881-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6882-5p",0,0,0,2,0,0,2,1,0,2,0,0,0,1,0,0,0,2,0,0,1,2
"hsa-miR-6883-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"hsa-miR-6884-5p",3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6885-5p",0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"hsa-miR-6886-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-6887-5p",0,3,5,1,0,1,2,0,0,3,3,0,0,7,1,3,0,3,4,3,1,1
"hsa-miR-6888-5p",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-6889-5p",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6890-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6891-5p",1,1,1,1,0,0,0,0,0,1,0,0,1,5,3,0,0,2,1,0,0,0
"hsa-miR-6892-5p",7,6,6,3,1,10,10,5,12,7,8,4,17,21,7,9,4,3,21,18,8,16
"hsa-miR-6893-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6894-5p",5,0,0,2,0,2,1,1,0,0,2,1,1,1,1,0,0,1,2,0,0,0
"hsa-miR-6895-5p",14,0,1,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0
"hsa-miR-7-5p",160,83,11,253,69,5,1,187,194,253,4,424,9,12,12,7,125,214,2,8,140,6
"hsa-miR-708-5p",48,364,1,122,45,3,0,357,23,270,0,168,1,0,4,1,37,513,4,0,118,5
"hsa-miR-7106-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-7107-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7108-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7109-5p",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7110-5p",5,2,1,0,0,1,1,0,2,0,2,0,0,3,2,1,0,0,2,0,0,1
"hsa-miR-7111-5p",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7112-5p",8,1,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-7113-5p",0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-7114-5p",2,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0,1,0,1,0,0,0
"hsa-miR-7150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7151-5p",0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"hsa-miR-7152-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-7153-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7154-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7155-5p",5,0,6,0,0,1,2,1,0,0,5,2,1,5,1,2,1,1,3,6,0,1
"hsa-miR-7156-5p",0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0,0,0,0
"hsa-miR-7157-5p",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7158-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7159-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7160-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7161-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7162-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-718",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-744-5p",326,105,129,135,85,136,175,96,101,115,191,120,272,215,150,126,115,132,143,182,103,139
"hsa-miR-7515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-758-5p",30,65,7,82,8,8,5,58,29,73,3,40,9,14,7,2,9,91,3,11,27,1
"hsa-miR-759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-760",10,3,5,2,2,13,6,12,3,2,4,5,9,2,7,5,3,2,24,10,2,9
"hsa-miR-761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7641",1,0,13,6,0,5,9,24,4,0,14,22,34,28,9,2,1,3,18,8,1,11
"hsa-miR-765",3,1,0,2,0,0,0,0,1,2,0,2,0,0,0,0,2,1,0,0,0,0
"hsa-miR-766-5p",63,30,51,31,3,162,90,11,26,31,75,27,167,141,92,74,8,32,247,246,24,154
"hsa-miR-767-5p",1040,0,4,0,0,5,15,4,5,5,11,0,18,7,10,7,0,942,26,21,0,7
"hsa-miR-769-5p",215,59,25,91,30,12,27,147,118,79,37,107,21,24,23,11,112,117,13,28,69,13
"hsa-miR-770-5p",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
"hsa-miR-7702",0,6,14,2,1,16,14,6,0,6,10,5,0,18,82,4,2,11,12,7,1,5
"hsa-miR-7703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-7704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7705",7,1,0,9,0,0,0,6,2,6,0,3,0,0,0,0,1,4,0,0,4,0
"hsa-miR-7706",12,9,15,6,0,8,9,30,7,12,39,11,10,13,29,14,2,13,11,16,0,10
"hsa-miR-7843-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7844-5p",1,1,1,2,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0
"hsa-miR-7845-5p",0,1,1,0,0,0,0,0,0,0,2,0,3,2,1,0,0,1,0,0,0,1
"hsa-miR-7846-3p",1,2,0,1,0,0,1,0,0,1,0,1,2,2,6,1,0,0,3,0,0,0
"hsa-miR-7847-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7848-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7849-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-7850-5p",0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0
"hsa-miR-7851-3p",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7852-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7853-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7854-3p",8,1,6,2,0,2,0,0,2,3,0,4,3,1,2,1,0,2,1,3,1,0
"hsa-miR-7855-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7856-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7974",4,3,0,5,1,0,1,3,0,4,0,12,0,0,1,0,0,5,0,1,0,0
"hsa-miR-7975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7976",2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-7977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-8060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8072",1,1,0,0,0,1,1,0,0,0,1,3,1,0,1,0,0,1,0,1,0,0
